Draft.Side
"[62, 89, 10, 34, 65, 118, 48, 119, 52, 117, 111, 114, 100, 24, 105, 84, 14, 104, 40, 17]",0
"[119, 104, 101, 17, 118, 47, 89, 34, 117, 82, 76, 40, 51, 111, 21, 97, 37, 87, 62, 115]",1
"[104, 118, 62, 89, 111, 119, 37, 101, 117, 52, 34, 17, 9, 114, 87, 40, 100, 99, 105, 20]",0
"[62, 48, 10, 89, 104, 118, 119, 117, 111, 34, 101, 65, 40, 84, 114, 47, 44, 100, 87, 95]",0
"[62, 48, 10, 89, 47, 118, 117, 119, 20, 104, 111, 75, 76, 84, 65, 114, 40, 34, 100, 58]",0
"[48, 89, 34, 62, 118, 65, 111, 119, 117, 44, 95, 40, 29, 101, 10, 110, 20, 100, 26, 52]",1
"[62, 48, 65, 34, 111, 89, 117, 52, 119, 101, 118, 40, 100, 10, 105, 29, 20, 110, 31, 44]",0
"[48, 89, 34, 62, 4, 117, 111, 118, 65, 119, 58, 101, 10, 76, 29, 102, 20, 44, 105, 87]",1
"[17, 48, 105, 89, 47, 118, 117, 119, 65, 34, 101, 111, 100, 62, 53, 10, 9, 40, 37, 20]",0
"[48, 17, 34, 89, 118, 104, 119, 111, 117, 47, 101, 65, 62, 20, 105, 102, 110, 73, 26, 97]",1
"[117, 17, 104, 89, 118, 65, 52, 114, 48, 95, 31, 119, 69, 111, 10, 76, 44, 35, 47, 101]",1
"[17, 118, 10, 89, 104, 117, 48, 52, 114, 100, 111, 37, 95, 69, 119, 34, 97, 103, 87, 76]",0
"[48, 26, 34, 117, 20, 89, 118, 4, 111, 52, 65, 119, 93, 114, 78, 76, 62, 47, 29, 100]",1
"[26, 89, 62, 118, 104, 34, 117, 52, 37, 48, 111, 35, 100, 65, 114, 47, 40, 31, 119, 85]",0
"[48, 26, 34, 117, 118, 89, 52, 111, 4, 95, 65, 76, 9, 114, 62, 100, 119, 47, 57, 31]",1
"[62, 48, 75, 89, 95, 118, 117, 20, 52, 34, 119, 65, 100, 9, 114, 104, 8, 111, 73, 37]",0
"[48, 62, 76, 75, 118, 89, 111, 117, 52, 9, 104, 34, 65, 100, 20, 97, 114, 26, 105, 119]",1
"[76, 17, 48, 104, 52, 62, 89, 20, 118, 111, 117, 114, 44, 101, 78, 9, 87, 85, 29, 115]",1
"[76, 17, 48, 104, 52, 62, 89, 118, 111, 117, 20, 114, 101, 9, 75, 34, 102, 116, 119, 4]",1
"[75, 89, 10, 48, 114, 118, 76, 111, 117, 100, 34, 20, 104, 84, 99, 21, 65, 62, 97, 119]",0
"[48, 89, 76, 75, 34, 10, 118, 62, 111, 104, 114, 40, 26, 4, 84, 37, 97, 78, 21, 20]",1
"[10, 48, 62, 34, 24, 89, 118, 111, 114, 100, 76, 20, 4, 95, 101, 104, 37, 117, 52, 58]",0
"[48, 89, 34, 62, 118, 40, 111, 117, 114, 100, 9, 20, 24, 101, 10, 76, 104, 111, 95, 52]",1
"[48, 89, 34, 10, 111, 62, 118, 117, 52, 9, 40, 114, 75, 20, 24, 102, 101, 29, 76, 97]",1
"[34, 17, 48, 89, 117, 62, 118, 111, 104, 52, 114, 20, 84, 99, 21, 100, 31, 69, 78, 4]",1
"[17, 34, 62, 118, 114, 89, 117, 52, 37, 48, 111, 35, 97, 84, 103, 21, 105, 104, 100, 47]",0
"[48, 89, 34, 17, 62, 10, 118, 111, 76, 65, 52, 100, 69, 117, 84, 98, 37, 21, 78, 80]",1
"[75, 89, 62, 118, 24, 111, 76, 86, 97, 34, 37, 65, 99, 26, 9, 10, 29, 117, 100, 69]",0
"[48, 89, 34, 26, 62, 52, 118, 111, 117, 100, 99, 104, 75, 20, 10, 65, 76, 101, 57, 31]",1
"[48, 89, 34, 26, 62, 118, 117, 37, 111, 104, 52, 31, 10, 20, 100, 69, 76, 93, 105, 79]",1
"[62, 48, 10, 34, 75, 118, 117, 89, 101, 120, 111, 104, 59, 17, 53, 84, 47, 37, 65, 19]",0
"[62, 34, 10, 118, 75, 48, 117, 26, 111, 120, 89, 17, 9, 59, 119, 105, 65, 37, 19, 88]",0
"[62, 48, 75, 34, 10, 118, 89, 111, 117, 87, 120, 17, 19, 78, 119, 65, 20, 25, 97, 105]",0
"[48, 62, 34, 75, 111, 10, 89, 117, 118, 76, 9, 120, 78, 53, 17, 114, 105, 95, 26, 101]",1
"[48, 62, 34, 75, 119, 89, 118, 111, 117, 10, 101, 120, 17, 53, 84, 37, 105, 31, 11, 82]",1
"[62, 48, 17, 34, 75, 117, 89, 10, 76, 9, 120, 84, 111, 104, 52, 118, 105, 119, 19, 59]",0
"[34, 10, 48, 47, 118, 89, 117, 120, 9, 24, 111, 100, 53, 101, 104, 119, 37, 95, 65, 25]",1
"[10, 34, 47, 48, 89, 117, 120, 65, 101, 87, 118, 104, 105, 24, 19, 62, 58, 53, 111, 78]",0
"[34, 10, 48, 47, 76, 89, 117, 111, 118, 120, 62, 19, 119, 9, 40, 101, 105, 104, 53, 87]",1
"[34, 10, 48, 47, 76, 89, 117, 111, 120, 101, 118, 119, 24, 19, 62, 65, 105, 100, 20, 9]",1
"[48, 62, 34, 10, 117, 89, 120, 111, 19, 11, 119, 118, 114, 9, 40, 99, 105, 44, 100, 101]",1
"[62, 120, 10, 34, 89, 48, 111, 19, 119, 118, 117, 73, 100, 84, 110, 47, 76, 105, 20, 17]",0
"[62, 120, 10, 34, 89, 119, 48, 101, 104, 111, 117, 109, 118, 114, 97, 44, 105, 37, 100, 35]",0
"[62, 34, 47, 48, 84, 120, 117, 111, 58, 19, 101, 35, 89, 40, 105, 37, 73, 100, 119, 95]",0
"[34, 62, 48, 47, 111, 84, 120, 117, 101, 65, 118, 119, 10, 102, 58, 76, 19, 9, 26, 89]",1
"[62, 34, 47, 104, 84, 111, 120, 9, 119, 117, 48, 101, 89, 10, 65, 102, 107, 105, 118, 35]",0
"[101, 17, 118, 10, 119, 62, 120, 48, 117, 31, 47, 111, 59, 105, 104, 89, 97, 81, 55, 65]",1
"[52, 17, 120, 10, 48, 89, 62, 119, 117, 104, 40, 76, 9, 19, 111, 20, 101, 47, 115, 105]",1
